Bitter	0.5789473684210527
Other	0.5578947368421052
Bitter	0.9473684210526315
Sweet	0.8315789473684211
Bitter	0.6842105263157895
Bitter	0.47368421052631576
Bitter	0.4421052631578947
Sweet	0.7938596491228069
Bitter	0.5263157894736842
Bitter	0.6421052631578947
Bitter	0.3368421052631579
Bitter	0.9052631578947369
Sweet	0.42105263157894735
Other	0.8526315789473684
Sweet	0.45263157894736844
Bitter	0.4105263157894737
Sweet	0.623032581453634
Other	0.7684210526315789
Bitter	0.9157894736842105
Umami	0.43157894736842106
Sweet	0.7856140350877192
Bitter	0.7852631578947368
Sweet	0.6210526315789474
Sweet	0.37894736842105264
Umami	0.9263157894736842
Sweet	0.9473684210526315
Bitter	0.7684210526315789
Bitter	0.4631578947368421
Sweet	0.9578947368421052
Sweet	0.49473684210526314
Other	0.9368421052631579
Bitter	0.7789473684210526
Other	0.4842105263157895
Bitter	0.8526315789473684
Sweet	0.3368421052631579
Sweet	0.5157894736842106
Bitter	0.45263157894736844
Sweet	0.6
Bitter	0.8736842105263158
Bitter	0.9894736842105263
Other	0.8631578947368421
Sweet	0.7368421052631579
Sweet	0.6
Sweet	0.8526315789473684
Bitter	0.4789473684210526
Other	0.8842105263157894
Bitter	0.6842105263157895
Bitter	0.35789473684210527
Sweet	0.6736842105263158
Bitter	0.7578947368421053
Sweet	0.8210526315789474
Sweet	0.7368421052631579
Bitter	0.8736842105263158
Bitter	0.8
Sweet	0.9473684210526315
Bitter	0.35789473684210527
Other	0.8
Bitter	0.6
Bitter	0.42105263157894735
Other	0.9368421052631579
Sweet	0.7894736842105263
Other	0.35789473684210527
Bitter	0.9789473684210527
Bitter	0.49473684210526314
Sweet	1.0
Other	0.49473684210526314
Other	0.5684210526315789
Sweet	0.5157894736842106
Bitter	0.5894736842105263
Sweet	0.9263157894736842
Sweet	0.8947368421052632
Bitter	0.5684210526315789
Other	0.5789473684210527
Other	0.7052631578947368
Sweet	0.8736842105263158
Other	0.7684210526315789
Sweet	0.3684210526315789
Umami	0.3263157894736842
Bitter	0.5157894736842106
Other	0.8421052631578947
Bitter	0.7894736842105263
Bitter	0.6526315789473685
Bitter	0.8736842105263158
Other	0.7789473684210526
Other	0.3894736842105263
Other	0.6842105263157895
Bitter	0.8105263157894737
Sweet	0.5157894736842106
Bitter	0.5789473684210527
Bitter	0.9789473684210527
Bitter	0.7473684210526316
Other	0.8421052631578947
Bitter	0.8842105263157894
Bitter	0.5157894736842106
Sweet	0.6919298245614034
Sweet	0.7473684210526316
Bitter	0.8947368421052632
Other	0.6210526315789474
Bitter	0.7368421052631579
Umami	0.37894736842105264
Bitter	0.9789473684210527
Other	0.9368421052631579
Sweet	0.8947368421052632
Bitter	0.7736842105263158
Sweet	0.3368421052631579
Bitter	0.9052631578947369
Other	0.6947368421052632
Bitter	0.6052631578947368
Sweet	0.6947368421052632
Other	0.8631578947368421
Sweet	0.9157894736842105
Sweet	0.8526315789473684
Sweet	0.6842105263157895
Bitter	0.6736842105263158
Bitter	0.7052631578947368
Sweet	0.7789473684210526
Sweet	0.593859649122807
Bitter	0.3894736842105263
Bitter	0.8210526315789474
Sweet	0.7789473684210526
Bitter	0.7578947368421053
Sweet	0.4105263157894737
Sweet	0.6842105263157895
Bitter	0.7105263157894737
Sweet	0.8947368421052632
Bitter	0.9263157894736842
Other	0.7052631578947368
Sweet	0.4105263157894737
Bitter	0.6421052631578947
Bitter	0.47368421052631576
Bitter	0.6947368421052632
Umami	0.43157894736842106
Sweet	0.48578947368421044
Umami	0.4631578947368421
Bitter	0.35789473684210527
Other	0.5157894736842106
Other	0.49473684210526314
Other	0.8
Sweet	0.5368421052631579
Bitter	0.8210526315789474
Sweet	0.4105263157894737
Bitter	0.8210526315789474
Bitter	0.35789473684210527
Bitter	0.8842105263157894
Bitter	0.8736842105263158
Other	0.8947368421052632
Bitter	0.968421052631579
Other	0.6947368421052632
Sweet	0.8736842105263158
Sweet	0.8736842105263158
Sweet	0.8526315789473684
Other	0.8
Sweet	0.8526315789473684
Bitter	0.8421052631578947
Sweet	0.9473684210526315
Other	0.7263157894736842
Sweet	0.7201754385964911
Sweet	0.7578947368421053
Other	0.9263157894736842
Other	0.5578947368421052
Sweet	0.6421052631578947
Sweet	0.537719298245614
Sweet	0.8210526315789474
Other	0.9368421052631579
Bitter	0.8105263157894737
Bitter	0.9473684210526315
Other	0.6842105263157895
Bitter	0.4421052631578947
Other	0.49473684210526314
Sweet	0.7263157894736842
Sweet	0.9052631578947369
Other	0.5578947368421052
Sweet	0.7052631578947368
Other	0.8210526315789474
Sweet	0.5789473684210527
Sweet	0.7789473684210526
Bitter	0.8210526315789474
Bitter	0.5684210526315789
Sweet	0.9473684210526315
Bitter	0.9052631578947369
Bitter	0.6
Other	0.5894736842105263
Bitter	0.43157894736842106
Bitter	0.9263157894736842
Umami	0.5263157894736842
Bitter	0.6210526315789474
Sweet	0.8736842105263158
Bitter	0.9578947368421052
Bitter	0.9578947368421052
Bitter	0.37894736842105264
