,name,Weight,AWeight,nhyd,nhal,nhet,nhev,ncof,ncocl,ncobr,ncoi,ncarb,nphos,nsulph,noxy,nnitro,nring,nrot,ndonr,naccr,nsb,ndb,naro,ntb,nta,PC1,PC2,PC3,PC4,PC5,PC6,Chi0,Chi1,mChi1,Chi2,Chi3,Chi4,Chi5,Chi6,Chi7,Chi8,Chi9,Chi10,Chi3c,Chi4c,Chi4pc,Chi3ch,Chi4ch,Chi5ch,Chi6ch,knotp,Chiv0,Chiv1,Chiv2,Chiv3,Chiv4,Chiv5,Chiv6,Chiv7,Chiv8,Chiv9,Chiv10,dchi0,dchi1,dchi2,dchi3,dchi4,Chiv3c,Chiv4c,Chiv4pc,Chiv3ch,Chiv4ch,Chiv5ch,Chiv6ch,knotpv,kappa1,kappa2,kappa3,kappam1,kappam2,kappam3,phi,bcutm16,bcutm15,bcutm14,bcutm13,bcutm12,bcutm11,bcutm10,bcutm9,bcutm8,bcutm7,bcutm6,bcutm5,bcutm4,bcutm3,bcutm2,bcutm1,bcutv16,bcutv15,bcutv14,bcutv13,bcutv12,bcutv11,bcutv10,bcutv9,bcutv8,bcutv7,bcutv6,bcutv5,bcutv4,bcutv3,bcutv2,bcutv1,bcute16,bcute15,bcute14,bcute13,bcute12,bcute11,bcute10,bcute9,bcute8,bcute7,bcute6,bcute5,bcute4,bcute3,bcute2,bcute1,bcutp16,bcutp15,bcutp14,bcutp13,bcutp12,bcutp11,bcutp10,bcutp9,bcutp8,bcutp7,bcutp6,bcutp5,bcutp4,bcutp3,bcutp2,bcutp1,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,Smax0,Smax1,Smax2,Smax3,Smax4,Smax5,Smax6,Smax7,Smax8,Smax9,Smax10,Smax11,Smax12,Smax13,Smax14,Smax15,Smax16,Smax17,Smax18,Smax19,Smax20,Smax21,Smax22,Smax23,Smax24,Smax25,Smax26,Smax27,Smax28,Smax29,Smax30,Smax31,Smax32,Smax33,Smax34,Smax35,Smax36,Smax37,Smax38,Smax39,Smax40,Smax41,Smax42,Smax43,Smax44,Smax45,Smax46,Smax47,Smax48,Smax49,Smax50,Smax51,Smax52,Smax53,Smax54,Smax55,Smax56,Smax57,Smax58,Smax59,Smax60,Smax61,Smax62,Smax63,Smax64,Smax65,Smax66,Smax67,Smax68,Smax69,Smax70,Smax71,Smax72,Smax73,Smax74,Smax75,Smax76,Smax77,Smax78,Smin0,Smin1,Smin2,Smin3,Smin4,Smin5,Smin6,Smin7,Smin8,Smin9,Smin10,Smin11,Smin12,Smin13,Smin14,Smin15,Smin16,Smin17,Smin18,Smin19,Smin20,Smin21,Smin22,Smin23,Smin24,Smin25,Smin26,Smin27,Smin28,Smin29,Smin30,Smin31,Smin32,Smin33,Smin34,Smin35,Smin36,Smin37,Smin38,Smin39,Smin40,Smin41,Smin42,Smin43,Smin44,Smin45,Smin46,Smin47,Smin48,Smin49,Smin50,Smin51,Smin52,Smin53,Smin54,Smin55,Smin56,Smin57,Smin58,Smin59,Smin60,Smin61,Smin62,Smin63,Smin64,Smin65,Smin66,Smin67,Smin68,Smin69,Smin70,Smin71,Smin72,Smin73,Smin74,Smin75,Smin76,Smin77,Smin78,Shev,Scar,Shal,Shet,Save,Smax,Smin,DS,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,IC0,IC1,IC2,IC3,IC4,IC5,IC6,MATSm1,MATSm2,MATSm3,MATSm4,MATSm5,MATSm6,MATSm7,MATSm8,MATSv1,MATSv2,MATSv3,MATSv4,MATSv5,MATSv6,MATSv7,MATSv8,MATSe1,MATSe2,MATSe3,MATSe4,MATSe5,MATSe6,MATSe7,MATSe8,MATSp1,MATSp2,MATSp3,MATSp4,MATSp5,MATSp6,MATSp7,MATSp8,GATSm1,GATSm2,GATSm3,GATSm4,GATSm5,GATSm6,GATSm7,GATSm8,GATSv1,GATSv2,GATSv3,GATSv4,GATSv5,GATSv6,GATSv7,GATSv8,GATSe1,GATSe2,GATSe3,GATSe4,GATSe5,GATSe6,GATSe7,GATSe8,GATSp1,GATSp2,GATSp3,GATSp4,GATSp5,GATSp6,GATSp7,GATSp8,LogP,LogP2,MR,TPSA,Hy,UI,SPP,LDI,Rnc,Rpc,Mac,Tac,Mnc,Tnc,Mpc,Tpc,Qass,QOss,QNss,QCss,QHss,Qmin,Qmax,QOmin,QNmin,QCmin,QHmin,QOmax,QNmax,QCmax,QHmax,LabuteASA,TPSA1,slogPVSA0,slogPVSA1,slogPVSA2,slogPVSA3,slogPVSA4,slogPVSA5,slogPVSA6,slogPVSA7,slogPVSA8,slogPVSA9,slogPVSA10,slogPVSA11,MRVSA0,MRVSA1,MRVSA2,MRVSA3,MRVSA4,MRVSA5,MRVSA6,MRVSA7,MRVSA8,MRVSA9,PEOEVSA0,PEOEVSA1,PEOEVSA2,PEOEVSA3,PEOEVSA4,PEOEVSA5,PEOEVSA6,PEOEVSA7,PEOEVSA8,PEOEVSA9,PEOEVSA10,PEOEVSA11,PEOEVSA12,PEOEVSA13,EstateVSA0,EstateVSA1,EstateVSA2,EstateVSA3,EstateVSA4,EstateVSA5,EstateVSA6,EstateVSA7,EstateVSA8,EstateVSA9,EstateVSA10,VSAEstate0,VSAEstate1,VSAEstate2,VSAEstate3,VSAEstate4,VSAEstate5,VSAEstate6,VSAEstate7,VSAEstate8,VSAEstate9,bitter_taste,bitter_prob,sweet_taste,sweet_prob
0,Sweet,228.162,12.676,24,0,3,18,0,0,0,0,15,0,3,3,0,1,4,2,3,15,3,0,0,42,18,26,29,33,37,37,13.922,8.237,0.458,8.284,5.634,4.089,2.84,2.015,0.887,0.461,0.205,0.126,2.284,0.204,3.808,0.0,0.0,0.0,0.056,1.525,11.733,6.496,5.772,3.652,2.334,1.469,1.051,0.423,0.202,0.088,0.057,2.189,1.741,2.512,1.982,1.755,1.299,0.091,2.005,0.0,0.0,0.0,0.034,0.706,16.056,6.438,4.566,15.129,5.807,4.055,4.881,0.9950000047683716,1.1230000257492065,1.2489999532699585,1.3569999933242798,1.434000015258789,1.6799999475479126,1.8559999465942383,1.9769999980926514,2.26200008392334,2.3310000896453857,2.687000036239624,2.859999895095825,2.946000099182129,3.3510000705718994,3.562000036239624,3.821000099182129,0.9300000071525574,1.1169999837875366,1.1859999895095825,1.2669999599456787,1.340999960899353,1.6399999856948853,1.8109999895095825,1.975000023841858,2.257999897003174,2.4140000343322754,2.690999984741211,2.7820000648498535,2.9000000953674316,3.3340001106262207,3.572000026702881,3.7899999618530273,0.5659999847412109,0.7609999775886536,0.8870000243186951,0.9729999899864197,1.0980000495910645,1.4559999704360962,1.6729999780654907,1.843999981880188,2.559000015258789,2.7009999752044678,2.927000045776367,3.0250000953674316,3.069000005722046,3.4630000591278076,3.6649999618530273,3.890000104904175,0.8949999809265137,1.0679999589920044,1.1770000457763672,1.2359999418258667,1.3079999685287476,1.621000051498413,1.7929999828338623,1.965999960899353,2.2839999198913574,2.447000026702881,2.7079999446868896,2.7880001068115234,2.9170000553131104,3.3420000076293945,3.5810000896453857,3.7939999103546143,0.0,0.0,0.0,0.0,0.0,0.0,7.457,0.0,1.606,0.0,3.521,0.0,-1.107,0.0,0.0,1.827,0.0,0.0,-1.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.235,11.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.01,0.0,0.748,0,2.055,0.0,-0.498,0,0.0,1.205,0.0,0.0,-1.054,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.436,11.931,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.69,0.0,0.322,0,1.466,0.0,-0.609,0,0.0,-0.069,0.0,0.0,-1.054,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.799,11.931,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,44.417,12.250218831359707,0.0,32.166,2.468,11.931,-1.054,12.985,4.129,2.83,1.697,1.126,0.852,0.786,0.834,0.234,0.475,0.685,0.791,0.842,0.854,0.845,1.264,2.562,3.695,4.267,4.541,4.606,4.559,-0.0,-0.123,-0.215,-0.061,0.4,-0.175,-0.04,-0.2,-0.0,-0.123,-0.215,-0.061,0.4,-0.175,-0.04,-0.2,0.0,-0.123,-0.215,-0.061,0.4,-0.175,-0.04,-0.2,0.0,-0.123,-0.215,-0.061,0.4,-0.175,-0.04,-0.2,0.567,0.915,1.177,1.33,0.944,1.063,0.68,1.133,0.567,0.915,1.177,1.33,0.944,1.063,0.68,1.133,0.567,0.915,1.177,1.33,0.944,1.062,0.68,1.133,0.567,0.915,1.177,1.33,0.944,1.062,0.68,1.133,2.38,5.664,72.167,57.53,-3.475,2.0,0.6,0.129,0.255,0.138,0.073,3.049,-0.109,-1.525,0.054,1.525,0.571,0.389,0.0,0.064,0.117,-0.389,0.211,-0.389,0.0,-0.086,0.026,-0.294,0.0,0.161,0.211,109.213,57.53,0.0,27.701,4.795,5.918,46.957,23.298,0.0,0.0,0.0,0.0,0.0,0.0,15.008,0.0,0.0,5.918,58.662,0.0,23.298,0.0,0.0,5.783,10.213,4.795,0.0,0.0,0.0,11.649,58.607,0.0,17.623,0.0,5.783,0.0,0.0,0.0,17.623,5.783,18.415,6.421,11.649,13.847,13.847,6.076,0.0,15.008,0.0,0.0,11.931,20.235,0.842,-0.568,0.0,4.519,7.457,0.0,0.0,False,0.38963696821949506,False,0.4406924676890306
1,Bitter,278.177,14.641,11,0,9,19,0,0,0,0,10,0,7,7,1,1,4,2,6,9,4,6,0,30,19,27,29,35,42,48,14.629,8.763,0.461,8.629,5.676,4.162,3.119,2.406,1.784,0.969,0.38,0.099,2.57,0.354,3.042,0.0,0.0,0.0,0.068,0.473,10.853,6.275,4.514,2.516,1.723,1.055,0.698,0.396,0.203,0.058,0.015,3.776,2.488,4.116,3.16,2.44,0.75,0.046,0.831,0.0,0.0,0.0,0.024,0.08,17.053,7.136,5.479,14.929,5.673,4.229,4.457,0.5419999957084656,0.5460000038146973,0.8009999990463257,1.1069999933242798,1.1490000486373901,1.430999994277954,1.4609999656677246,1.940000057220459,2.2090001106262207,2.3540000915527344,2.674999952316284,2.7079999446868896,3.1449999809265137,3.3529999256134033,3.8610000610351562,4.590000152587891,0.6100000143051147,0.7129999995231628,1.0460000038146973,1.1260000467300415,1.4329999685287476,1.5470000505447388,1.75600004196167,1.9989999532699585,2.069000005722046,2.1640000343322754,2.640000104904175,2.6429998874664307,2.9149999618530273,3.128999948501587,3.378000020980835,3.861999988555908,0.2549999952316284,0.3310000002384186,0.7929999828338623,0.8690000176429749,1.0809999704360962,1.2289999723434448,1.4019999504089355,1.8869999647140503,2.3510000705718994,2.4839999675750732,2.8459999561309814,2.878000020980835,3.2179999351501465,3.3929998874664307,3.703000068664551,3.9590001106262207,0.5889999866485596,0.7080000042915344,1.0260000228881836,1.1080000400543213,1.4049999713897705,1.5479999780654907,1.6260000467300415,1.9789999723434448,2.071000099182129,2.1619999408721924,2.6610000133514404,2.6610000133514404,2.927000045776367,3.121000051498413,3.619999885559082,3.885999917984009,0.0,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,-1.548,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,1.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.673,44.189,8.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.128,0.0,0.0,0,0.0,1.173,0.0,0,0.0,-0.774,-0.073,0.0,0.0,0,0.0,0,0.0,1.732,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.673,11.38,4.459,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,-4.53,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.128,0.0,0.0,0,0.0,1.103,0.0,0,0.0,-0.774,-0.175,0.0,0.0,0,0.0,0,0.0,1.732,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.673,10.714,4.459,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,-4.53,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,62.75,3.7675624370118435,0.0,58.982,3.303,11.38,-4.53,15.91,3.031,1.509,1.234,1.05,1.142,1.275,1.209,0.382,0.692,0.749,0.786,0.767,0.74,0.754,1.876,3.397,3.673,3.857,3.765,3.631,3.698,0.248,0.06,-0.137,-0.167,-0.321,0.216,-0.229,-0.102,-0.326,0.501,-0.235,-0.338,-0.25,-0.298,0.922,-0.769,-0.116,0.496,-0.277,-0.384,-0.423,-0.115,0.865,-0.838,-0.613,0.384,-0.117,-0.18,-0.023,-0.507,0.846,-0.503,1.472,0.419,0.914,0.932,1.347,1.2,1.124,0.318,1.18,0.387,1.064,1.17,1.171,1.333,0.451,1.712,0.92,0.426,1.132,1.235,1.318,1.114,0.494,1.857,1.732,0.333,0.872,0.948,1.007,1.709,0.512,1.158,0.474,0.225,64.292,119.0,-2.236,3.459,0.822,0.398,0.195,0.15,0.159,4.771,-0.217,-2.386,0.126,2.386,1.266,0.689,0.068,0.254,0.128,-0.465,0.357,-0.465,-0.261,-0.033,0.064,-0.176,-0.261,0.337,0.236,108.755,119.0,4.722,39.129,19.778,0.0,20.716,18.199,0.0,0.0,0.0,5.687,0.0,0.0,32.033,0.0,0.0,0.0,0.0,18.942,29.326,0.0,0.0,27.93,9.474,9.275,9.589,8.418,0.0,0.0,18.199,0.0,31.034,0.0,0.0,0.0,0.0,22.243,22.243,16.814,0.0,26.352,6.066,4.722,0.0,9.474,4.553,18.007,0.0,40.752,22.761,0.0,-0.32,-1.548,3.38,0.0,0.0,-2.274,0.0,True,0.5595248993398946,False,0.17438068360000225
2,Bitter,244.161,12.851,20,0,4,19,0,0,0,0,15,0,4,4,0,2,0,2,4,16,4,0,0,39,20,29,37,46,52,60,14.154,8.897,0.445,8.495,6.916,5.346,3.819,2.898,1.83,1.11,0.716,0.442,1.702,0.0,3.852,0.0,0.0,0.079,0.0,2.15,11.296,6.514,5.39,3.85,2.586,1.615,1.134,0.605,0.374,0.228,0.118,2.858,2.383,3.106,3.066,2.76,0.867,0.0,1.647,0.0,0.0,0.034,0.0,0.78,15.39,6.185,3.366,14.028,5.309,2.796,3.92,0.800000011920929,0.9869999885559082,1.1929999589920044,1.340999960899353,1.4609999656677246,1.7120000123977661,1.7350000143051147,1.9520000219345093,2.359999895095825,2.507999897003174,2.6559998989105225,2.802000045776367,3.055999994277954,3.4719998836517334,3.552000045776367,3.8559999465942383,0.8569999933242798,1.0019999742507935,1.1640000343322754,1.277999997138977,1.5119999647140503,1.6690000295639038,1.7259999513626099,1.9320000410079956,2.2739999294281006,2.3459999561309814,2.6110000610351562,2.7160000801086426,3.007999897003174,3.4630000591278076,3.5139999389648438,3.809000015258789,0.47999998927116394,0.6000000238418579,0.8289999961853027,0.9860000014305115,1.2649999856948853,1.5360000133514404,1.5740000009536743,1.8109999895095825,2.625,2.6610000133514404,2.859999895095825,2.9639999866485596,3.1740000247955322,3.558000087738037,3.634000062942505,3.9140000343322754,0.8420000076293945,0.9739999771118164,1.1419999599456787,1.2450000047683716,1.5130000114440918,1.649999976158142,1.715999960899353,1.9210000038146973,2.2839999198913574,2.3550000190734863,2.621999979019165,2.7320001125335693,3.0169999599456787,3.4690001010894775,3.5190000534057617,3.812000036239624,0.0,0.0,0.0,0.0,0.0,0.0,3.718,3.71,1.311,0.0,3.454,0.0,-2.357,0.0,0.0,1.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.265,11.607,5.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.909,3.71,0.71,0,1.728,0.0,-0.47,0,0.0,0.993,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.251,11.607,5.219,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.809,3.71,0.601,0,1.725,0.0,-0.789,0,0.0,-0.474,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.014,11.607,5.219,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,48.5,11.409797335600908,0.0,37.09,2.553,11.607,-0.789,12.395,3.924,2.425,1.154,0.923,0.449,0.398,0.398,0.258,0.541,0.782,0.825,0.915,0.925,0.925,1.361,2.861,4.131,4.362,4.836,4.888,4.888,-0.05,0.037,-0.208,-0.088,0.114,-0.337,0.538,0.0,-0.05,0.037,-0.208,-0.088,0.114,-0.337,0.538,0.0,-0.05,0.037,-0.208,-0.088,0.114,-0.337,0.538,0.0,-0.05,0.037,-0.208,-0.088,0.114,-0.337,0.538,0.0,0.713,0.786,1.069,1.036,0.884,1.357,1.629,0.0,0.712,0.786,1.069,1.036,0.884,1.357,1.629,0.0,0.713,0.786,1.069,1.036,0.884,1.357,1.629,0.0,0.712,0.786,1.069,1.036,0.884,1.357,1.629,0.0,1.492,2.227,71.272,66.76,-3.354,2.322,0.788,0.203,0.237,0.174,0.098,3.836,-0.148,-1.918,0.074,1.918,0.868,0.569,0.0,0.172,0.127,-0.454,0.334,-0.454,0.0,-0.088,0.028,-0.247,0.0,0.334,0.211,112.632,66.76,0.0,34.494,9.531,5.918,26.689,35.45,0.0,0.0,0.0,0.0,0.0,0.0,19.744,0.0,0.0,5.918,45.001,0.0,35.45,0.0,0.0,5.969,14.95,0.0,4.795,0.0,0.0,18.228,38.338,5.573,18.126,6.104,0.0,0.0,0.0,5.969,30.199,0.0,18.415,11.146,0.0,12.152,13.847,6.579,4.737,15.008,0.0,5.219,11.607,20.265,2.048,-0.944,0.0,2.878,7.428,0.0,0.0,True,0.785659762566194,False,0.09230163261625965
3,Sweet,318.249,13.837,15,0,8,23,0,0,0,0,15,0,4,4,3,2,5,3,4,8,4,12,0,38,24,32,36,43,50,47,16.709,10.971,0.457,10.105,7.069,5.561,4.34,2.517,1.947,1.125,0.704,0.445,2.011,0.204,3.08,0.0,0.0,0.0,0.204,1.068,12.825,8.128,6.144,4.044,2.681,1.771,0.977,0.59,0.305,0.163,0.087,3.884,2.843,3.96,3.025,2.88,0.853,0.051,1.379,0.0,0.0,0.0,0.064,0.525,19.326,9.475,6.79,16.5,7.41,5.114,5.316,0.9079999923706055,1.0379999876022339,1.0820000171661377,1.0820000171661377,1.2480000257492065,1.593000054359436,1.9210000038146973,1.940999984741211,2.6029999256134033,2.617000102996826,2.617000102996826,3.1410000324249268,3.4570000171661377,3.621999979019165,3.7990000247955322,4.630000114440918,0.9419999718666077,0.9959999918937683,0.9959999918937683,1.2640000581741333,1.5800000429153442,1.7230000495910645,1.9249999523162842,2.0290000438690186,2.5239999294281006,2.6480000019073486,2.6480000019073486,2.9140000343322754,3.2139999866485596,3.38700008392334,3.7730000019073486,3.877000093460083,0.6589999794960022,0.7990000247955322,0.7990000247955322,1.0010000467300415,1.2979999780654907,1.4759999513626099,1.8309999704360962,1.8949999809265137,2.7170000076293945,2.7690000534057617,2.7690000534057617,3.1449999809265137,3.4639999866485596,3.5920000076293945,3.8429999351501465,4.0,0.9330000281333923,0.9660000205039978,0.9660000205039978,1.2369999885559082,1.5140000581741333,1.7170000076293945,1.9110000133514404,1.9709999561309814,2.5250000953674316,2.6610000133514404,2.6610000133514404,2.9159998893737793,3.253000020980835,3.4769999980926514,3.7780001163482666,3.986999988555908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.469,0.0,0.0,16.329,0.0,0.0,0.0,-1.299,0.536,0.0,0.0,0.0,0.0,0.0,0.0,4.715,0.0,0.0,0.0,4.093,0.0,0.0,0.0,0.0,0.0,8.749,35.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,-0.469,0,0.0,1.789,0.0,0,0.0,-0.164,0.483,0.0,0.0,0,0.0,0,0.0,2.454,0.0,0.0,0,4.093,0.0,0.0,0.0,0.0,0.0,8.749,12.298,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,-3.864,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.469,0,0.0,1.43,0.0,0,0.0,-1.135,0.054,0.0,0.0,0,0.0,0,0.0,2.261,0.0,0.0,0,4.093,0.0,0.0,0.0,0.0,0.0,8.749,10.697,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,-3.864,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,64.083,15.096520447270583,0.0,48.987,2.786,12.298,-3.864,16.162,3.42,2.112,1.546,0.882,0.632,0.579,0.579,0.348,0.598,0.706,0.832,0.88,0.89,0.89,1.828,3.136,3.702,4.366,4.616,4.669,4.669,0.197,-0.108,-0.1,-0.215,-0.188,0.036,-0.008,0.017,-0.188,0.414,-0.161,-0.08,-0.003,-0.353,0.235,-0.254,0.03,0.333,-0.141,-0.173,-0.098,-0.257,0.258,-0.287,-0.468,0.387,-0.178,0.069,0.111,-0.399,0.196,-0.172,1.481,1.109,1.455,1.288,1.238,1.346,0.488,0.182,0.897,0.538,1.041,1.095,0.983,1.275,0.98,1.208,0.613,0.577,0.947,1.111,1.022,1.17,1.078,1.365,1.492,0.612,1.255,1.036,0.941,1.47,0.733,0.791,1.327,1.76,85.939,107.86,-2.95,4.087,0.802,0.248,0.195,0.131,0.13,4.926,-0.145,-2.463,0.117,2.463,1.068,0.374,0.227,0.202,0.195,-0.48,0.322,-0.48,-0.344,-0.062,0.061,-0.201,-0.215,0.322,0.296,133.295,107.86,10.039,31.998,14.818,0.0,0.0,70.552,0.0,0.0,0.0,5.687,0.0,0.0,18.319,0.0,10.039,4.992,4.895,6.545,60.664,0.0,0.0,27.64,10.423,4.795,18.132,0.0,0.0,36.398,24.265,0.0,10.583,6.545,0.0,5.96,10.023,5.969,22.537,10.855,5.687,0.0,12.133,48.531,0.0,15.031,5.107,13.212,0.0,26.857,14.844,11.203,0.483,-1.299,16.329,0.0,-0.469,-3.864,0.0,True,0.5159060448629401,False,0.12323434274988122
