,SMILES,Parent_SMILES
0,CC(C)=CCCC(C)(O)C1CC(O)C(C)=CC1=O,CC(C)=CCCC(C)(O)C1CC(O)C(C)=CC1=O
1,COC(=O)c1cc(NS(=O)(=O)O)cc(C(=O)OC)c1,COC(=O)c1cc(NS(=O)(=O)O)cc(C(=O)OC)c1
2,C=C1C(=O)OC2C=C(C)C(O)CCC(C)=CC(O)C12,C=C1C(=O)OC2C=C(C)C(O)CCC(C)=CC(O)C12
3,O=C(O)CNC(=Nc1ccccc1)NS(=O)(=O)c1ccccc1,O=C(O)CNC(=Nc1ccccc1)NS(=O)(=O)c1ccccc1
4,O=C1NC(Cc2ccc(O)cc2)C(=O)N2CCCC12,O=C1NC(Cc2ccc(O)cc2)C(=O)N2CCCC12
5,OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@H]1O
6,CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C=O)OC(C)=O,CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C=O)OC(C)=O
7,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
8,C=CCc1ccc(OC)c(OC)c1,C=CCc1ccc(OC)c(OC)c1
9,NCCC[C@H](N)C(=O)O,NCCC[C@H](N)C(=O)O
10,CN(C)C(=O)Oc1ccc[n+](C)c1,CN(C)C(=O)Oc1ccc[n+](C)c1
11,C=C(C)C1CC=C(C)C(OC(C)=O)C1,C=C(C)C1CC=C(C)C(OC(C)=O)C1
12,O=C(COc1cccc(C2OCc3ccccc3S2)c1)c1ccc([N+](=O)[O-])cc1,O=C(COc1cccc(C2OCc3ccccc3S2)c1)c1ccc([N+](=O)[O-])cc1
13,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3
14,N#Cc1ccc(Br)c(N)c1,N#Cc1ccc(Br)c(N)c1
15,OC[C@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,OC[C@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
16,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
17,Cn1nnnc1NC(=Nc1ccc(C#N)cc1)NC1CCCCC1,Cn1nnnc1NC(=Nc1ccc(C#N)cc1)NC1CCCCC1
18,C[C@@H](N)C(=O)O,C[C@@H](N)C(=O)O
19,CC1=CC2C3C4C(=C(C)C3C13C1OC(=O)C(C)C1CCC(C)(O)C23)C1OC(=O)C(C)C1CCC4(C)O,CC1=CC2C3C4C(=C(C)C3C13C1OC(=O)C(C)C1CCC(C)(O)C23)C1OC(=O)C(C)C1CCC4(C)O
20,CC(NC(=Nc1ccc2ccccc2c1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1ccc2ccccc2c1)NCC(=O)O)c1ccccc1
21,CCOC(=O)c1cccc(NS(=O)(=O)O)c1,CCOC(=O)c1cccc(NS(=O)(=O)O)c1
22,CC(Cc1ccc2OCOc2c1)NC(=O)C(N)CC(=O)O,CC(Cc1ccc2c(c1)OCO2)NC(=O)C(N)CC(=O)O
23,NC(Cc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,NC(Cc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O
24,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
25,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1
26,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
27,C=C1C(=O)OC2C1CCC1(C)C(O)CC(=O)C(C)C21,C=C1C(=O)OC2C1CCC1(C)C(O)CC(=O)C(C)C21
28,CCOC(=O)OC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC,CCOC(=O)OC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC
29,CCN(CC)C1=NS(=O)(=O)c2cc([N+](=O)[O-])ccc12,CCN(CC)C1=NS(=O)(=O)c2cc([N+](=O)[O-])ccc21
30,OC1C(CCl)OC(OC2(CCl)OC(CCl)C(O)C2O)C(Cl)C1O,OC1C(CCl)OC(OC2(CCl)OC(CCl)C(O)C2O)C(Cl)C1O
31,O=C(C=Cc1ccc(O)c(O)c1)OC1CC2(O)CC(O)C1OC2=O,O=C(C=Cc1ccc(O)c(O)c1)OC1CC2(O)CC(O)C1OC2=O
32,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=NC#N)Nc1ccc(C#N)cc1,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=NC#N)Nc1ccc(C#N)cc1
33,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1
34,CCN(CC)C(=O)c1cccnc1,CCN(CC)C(=O)c1cccnc1
35,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cn1,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cn1
36,NC(CCC(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(=O)O,NC(CCC(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(=O)O
37,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O
38,CC(C1CCC2C3CCC4CC(N)CCC4(C)C3CCC21C)N(C)C,CC(C1CCC2C3CCC4CC(N)CCC4(C)C3CCC21C)N(C)C
39,COc1ccc(CCC(=O)c2c(O)cc(O)c(C(=O)O)c2O)cc1O,COc1ccc(CCC(=O)c2c(O)cc(O)c(C(=O)O)c2O)cc1O
40,CC(=O)OCC1OC(OCC2OC(OC3(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C3OC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,CC(=O)OCC1OC(OCC2OC(OC3(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C3OC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
41,COC(=O)C(Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,COC(=O)C(Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O
42,Cc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,Cc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1
43,CC(C)c1ccc(NS(=O)(=O)O)cc1,CC(C)c1ccc(NS(=O)(=O)O)cc1
44,CC(=C(C)c1nc2c(cc(S(=O)(=O)O)c3ccccc32)n1Nc1ccccc1)c1ccccc1,CC(=C(C)c1nc2c3ccccc3c(S(=O)(=O)O)cc2n1Nc1ccccc1)c1ccccc1
45,COc1cc(O)c2CC(C(C)(C)O)Oc2c1C(=O)C=Cc1ccc(O)cc1,COc1cc(O)c2c(c1C(=O)C=Cc1ccc(O)cc1)OC(C(C)(C)O)C2
46,C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21,C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21
47,O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc12,O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21
48,CC1OC(OC2C(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)(COC7OC(CO)C(O)C(O)C7O)O6)C(C)C54)C3)OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,CC1OC(OC2C(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)(COC7OC(CO)C(O)C(O)C7O)O6)C(C)C54)C3)OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O
49,O=C1CNC(=O)C(Cc2ccccc2)N1,O=C1CNC(=O)C(Cc2ccccc2)N1
50,C=C1C(=O)OC2C=C(C)CCC=C(C)CCC12,C=C1C(=O)OC2C=C(C)CCC=C(C)CCC12
51,OCC1OC(O[C@]2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br,OCC1OC(O[C@]2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br
52,C=CC(O)C(O)C=C,C=CC(O)C(O)C=C
53,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cn1,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cn1
54,CC/C=C\CCC1CCCC(=O)O1,CC/C=C\CCC1CCCC(=O)O1
55,O=C(O[C@H]1Cc2c(O[C@@H]1c1cc(O)c(O)cc1)c([C@H]1c3c(O)cc(O)cc3O[C@H](c3cc(O)c(O)cc3)[C@@H]1O)c(O)cc2O)c1cc(O)c(O)c(O)c1,O=C(O[C@H]1Cc2c(O)cc(O)c([C@H]3c4c(O)cc(O)cc4O[C@H](c4ccc(O)c(O)c4)[C@@H]3O)c2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1
56,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C
57,COc1ccc(C2OCc3ccccc3S2)cc1O,COc1ccc(C2OCc3ccccc3S2)cc1O
58,CC1(C)CC2C3=CCC4[C@@]5(C)CCC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CC[C@@]4(C)[C@@]3(C)CC(O)[C@]23CC1OC3=O,CC1(C)CC2C3=CCC4[C@@]5(C)CCC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CC[C@@]4(C)[C@@]3(C)CC(O)[C@]23CC1OC3=O
59,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)O,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)O
60,CCC/C=C/COC(C)=O,CCC/C=C/COC(C)=O
61,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(OC8CC(OC)C(OC9OC(C)C(O)C(OC)C9O)C(C)O8)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(OC8CC(OC)C(OC9OC(C)C(O)C(OC)C9O)C(C)O8)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C
62,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
63,CCCCC(C)NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O,CCCCC(C)NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O
64,O=C(O)CNC(=Nc1cccc(Cl)c1)NS(=O)(=O)c1ccccc1,O=C(O)CNC(=Nc1cccc(Cl)c1)NS(=O)(=O)c1ccccc1
65,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
66,O=c1oc2cc(O)ccc2c2c1c1ccc(O)cc1o2,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12
67,CC1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(=O)O)c3=O,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
68,CC1=C(C)[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC1,CC1=C(C)[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC1
69,CCNc1ccccc1NS(=O)(=O)O,CCNc1ccccc1NS(=O)(=O)O
70,O=C1NC(Cc2ccccc2)C(=O)NC1CO,O=C1NC(Cc2ccccc2)C(=O)NC1CO
71,NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2cccc(O)c2)cc1,NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2cccc(O)c2)cc1
72,CC12CCC(O)CC1CCC1C2C(O)CC2(C)C(c3coc(=O)cc3)CCC12O,CC12CCC(O)CC1CCC1C2C(O)CC2(C)C(c3ccc(=O)oc3)CCC12O
73,ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl
74,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
75,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)CC(=O)C12,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)CC(=O)C12
76,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO
77,CC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
78,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NC1CCCCCCC1,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NC1CCCCCCC1
79,CC(N)Cc1ccccc1,CC(N)Cc1ccccc1
80,Oc1cc(O)c2CC(O)C(c3cc(O)c(O)c(O)c3)Oc2c1,Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2
81,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O
82,CC1CC2CC(=O)C3CCCN4CCCC2C34C1,CC1CC2CC(=O)C3CCCN4CCCC2C34C1
83,COc1ccc(-c2cc(=O)c3c(cc(OC)c(OC)c3OC)o2)cc1OC,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC
84,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C
85,CSCC[C@@H](N)C(=O)O,CSCC[C@@H](N)C(=O)O
86,O=S(=O)(O)NC1CCCCCC1,O=S(=O)(O)NC1CCCCCC1
87,CON=C(C)C1CC=C(C=NO)CC1,CON=C(C)C1CC=C(C=NO)CC1
88,CC(C)c1ccc(C=NO)cc1,CC(C)c1ccc(C=NO)cc1
89,N#Cc1ccc(NC(=NC2CCCCCCC2)NCc2nnn[nH]2)cc1,N#Cc1ccc(NC(=NC2CCCCCCC2)NCc2nnn[nH]2)cc1
90,CCCC(C)CNS(=O)(=O)O,CCCC(C)CNS(=O)(=O)O
91,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCC(C)CC1,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCC(C)CC1
92,OCC1OC(CO)(OC2OC(COCc3ccccc3)C(O)C(O)C2O)C(O)C1O,OCC1OC(CO)(OC2OC(COCc3ccccc3)C(O)C(O)C2O)C(O)C1O
93,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)O,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)O
94,CC(CSC(=O)C(C)NC(=O)C1CCCCC1)C(=O)N1CCCC1C(=O)O,CC(CSC(=O)C(C)NC(=O)C1CCCCC1)C(=O)N1CCCC1C(=O)O
95,CC1(C)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,CC1(C)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
96,COc1c2ccoc2cc2c1ccc(=O)o2,COc1c2ccoc2cc2oc(=O)ccc12
97,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O
98,C=CC1C2=CCOC(=O)C2=COC1OC1OC(CO)C(O)C(O)C1O,C=CC1C2=CCOC(=O)C2=COC1OC1OC(CO)C(O)C(O)C1O
99,[Be+2].[Cl-].[Cl-],[Be+2].[Cl-].[Cl-]
100,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)ccc12,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)ccc12
101,COc1ccc(C#N)cc1N,COc1ccc(C#N)cc1N
102,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(O)c(OC)cc21,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(O)c(OC)cc21
103,CC(=O)OC1CC2C(C=C(C)CCC=C1C)OC(=O)C2C,CC(=O)OC1CC2C(C=C(C)CCC=C1C)OC(=O)C2C
104,CC(NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O)c1ccccc1
105,C=C1CC23CCC4C(C)(C(=O)OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3
106,NC(=O)CC1NC(=O)C(Cc2ccccc2)NC1=O,NC(=O)CC1NC(=O)C(Cc2ccccc2)NC1=O
107,CCOC(=O)N1CCC(NS(=O)(=O)O)CC1,CCOC(=O)N1CCC(NS(=O)(=O)O)CC1
108,O=S(=O)(CCl)NCc1ccccc1,O=S(=O)(CCl)NCc1ccccc1
109,OC1OC[C@@H](O)[C@@H](O)[C@H]1O,OC1OC[C@@H](O)[C@@H](O)[C@H]1O
110,O=S(=O)(O)Nc1ccc(Br)cc1Cl,O=S(=O)(O)Nc1ccc(Br)cc1Cl
111,NC1(C(=O)O)CCC1,NC1(C(=O)O)CCC1
112,CC(=O)Nc1ccccc1C(=O)CC(N)C(=O)O,CC(=O)Nc1ccccc1C(=O)CC(N)C(=O)O
113,C/C=C/C(=O)OCC(C)C,C/C=C/C(=O)OCC(C)C
114,CC(=O)OC/C=C(\C)CCC=C(C)C,CC(=O)OC/C=C(\C)CCC=C(C)C
115,CC(=O)OCC=C(C)CCC=C(C)C,CC(=O)OCC=C(C)CCC=C(C)C
116,O=Cc1ccc2COC3(CC(O)C(O)CO3)Cn12,O=Cc1ccc2n1CC1(CC(O)C(O)CO1)OC2
117,COc1ccc(C2SCc3c(O)cccc3S2)cc1O,COc1ccc(C2SCc3c(O)cccc3S2)cc1O
118,O=C(O)CC1NC(=O)C(Cc2ccccc2)NC1=O,O=C(O)CC1NC(=O)C(Cc2ccccc2)NC1=O
119,OC[C@@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](O)[C@@H](O)O[C@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O
120,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
121,CCC(C)C1NC(=O)C(C)NC1=O,CCC(C)C1NC(=O)C(C)NC1=O
122,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14
123,CCc1ccc(C)nc1NS(=O)(=O)O,CCc1ccc(C)nc1NS(=O)(=O)O
124,CCC(N)C(=O)O,CCC(N)C(=O)O
125,O=[N+]([O-])c1ccc2nc(NS(=O)(=O)O)sc2c1,O=[N+]([O-])c1ccc2nc(NS(=O)(=O)O)sc2c1
126,COc1cc(C=CC(=O)Nc2ccc(O)cc2C(=O)O)ccc1O,COc1cc(C=CC(=O)Nc2ccc(O)cc2C(=O)O)ccc1O
127,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
128,CNC(C)Cc1ccccc1,CNC(C)Cc1ccccc1
129,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(C)N,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(C)N
130,O=Cc1ccc2COC3(CC(O)C(CO)O3)Cn12,O=Cc1ccc2n1CC1(CC(O)C(CO)O1)OC2
131,CCC(C)C(=O)C1=C(O)C(O)(C(=O)C=CC(C)(C)O)C(CC=C(C)C)C1=O,CCC(C)C(=O)C1=C(O)C(O)(C(=O)C=CC(C)(C)O)C(CC=C(C)C)C1=O
132,CC1C(=O)C23CC1CC(O)C2C12COC=C1C(C)(C)CCC2OC3=O,CC1C(=O)C23CC1CC(O)C2C12COC=C1C(C)(C)CCC2OC3=O
133,COc1ccc(C2CC(=O)c3c(cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O)O2)cc1,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1
134,O=C1c2c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c2C(=O)c2c1c([N+](=O)[O-])cc([N+](=O)[O-])c2O,O=C1c2c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c2C(=O)c2c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c21
135,O=S(=O)(O)NC1CCCSCCC1,O=S(=O)(O)NC1CCCSCCC1
136,CC(C)=CCC12CC3C(CC(C(C)(C)OO)C3(C)C)(C1=O)C(O)=C(C(=O)CC(C)C)C2=O,CC(C)=CCC12CC3C(CC(C(C)(C)OO)C3(C)C)(C1=O)C(O)=C(C(=O)CC(C)C)C2=O
137,COc1ccc(C2OCc3ccccc3O2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,COc1ccc(C2OCc3ccccc3O2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1
138,N#Cc1cc(N)ccc1,N#Cc1cccc(N)c1
139,OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Cl,OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Cl
140,COc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,COc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O
141,OCC1OC(O[C@]2(CCl)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(O[C@]2(CCl)OC(CO)C(O)C2O)C(O)C(O)C1O
142,CCC(C)C(=O)C1=C(O)C23CC(C(C)(C)OO)C(C)(C)C2CC(CC=C(C)C)(C1=O)C3=O,CCC(C)C(=O)C1=C(O)C23CC(C(C)(C)OO)C(C)(C)C2CC(CC=C(C)C)(C1=O)C3=O
143,CCCCc1csc(NS(=O)(=O)O)n1,CCCCc1csc(NS(=O)(=O)O)n1
144,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
145,CC(C)CC(C)NC(=O)C(N)CC(=O)O,CC(C)CC(C)NC(=O)C(N)CC(=O)O
146,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1(O)C(=O)C=CC(C)C,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1(O)C(=O)C=CC(C)C
147,O=S(=O)(O)Nc1cccc(F)c1,O=S(=O)(O)Nc1cccc(F)c1
