,SMILES,Parent_SMILES
1076,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)[C@]1(O)C(=O)/C=C/C(C)(C)O,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)[C@]1(O)C(=O)/C=C/C(C)(C)O
1077,O=Cc1ccc2CO[C@]3(C[C@H](O)[C@@H](CO)O3)Cn12,O=Cc1ccc2n1C[C@@]1(C[C@H](O)[C@@H](CO)O1)OC2
1078,CC(CC1CCCCC1)N(C)C(=O)C(N)CC(=O)O,CC(CC1CCCCC1)N(C)C(=O)C(N)CC(=O)O
1079,OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
1080,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
1081,O=C1NS(=O)(=O)c2cc([N+](=O)[O-])ccc12,O=C1NS(=O)(=O)c2cc([N+](=O)[O-])ccc21
1082,C=CCSCC(C(=O)O)N1Cc2ccc(C=O)n2C(CSCC=C)C1=O,C=CCSCC(C(=O)O)N1Cc2ccc(C=O)n2C(CSCC=C)C1=O
1083,O=C(O)C=Cc1ccc(O)c(O)c1,O=C(O)C=Cc1ccc(O)c(O)c1
1084,CC(NC(=Nc1cc(F)cc(F)c1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1cc(F)cc(F)c1)NCC(=O)O)c1ccccc1
1085,Cc1cccc(NC(N)=O)c1,Cc1cccc(NC(N)=O)c1
1086,OCC1OC(OC2C(O)C(O)COC2(O)CO)C(O)C(O)C1O,OCC1OC(OC2C(O)C(O)COC2(O)CO)C(O)C(O)C1O
1087,CCOC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,CCOC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O
1088,Cc1cccc(C)c1NC(=O)C[N+](C)(C)CCCCCCCCCCCl,Cc1cccc(C)c1NC(=O)C[N+](C)(C)CCCCCCCCCCCl
1089,OC[C@H](O)[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,OC[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO
1090,COc1ccc(-c2coc3cc(OC)ccc3c2=O)cc1,COc1ccc(-c2coc3cc(OC)ccc3c2=O)cc1
1091,CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1
1092,Cc1ccc(NS(=O)(=O)O)cc1F,Cc1ccc(NS(=O)(=O)O)cc1F
1093,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
1094,O=S1(=O)N=C(O)c2c1cccc2,O=S1(=O)N=C(O)c2ccccc21
1095,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7OC(C)C(OC8OC(CO)C(O)C(O)C8O)C(OC)C7O)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7OC(C)C(OC8OC(CO)C(O)C(O)C8O)C(OC)C7O)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C
1096,CCOc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,CCOc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O
1097,OC1OC[C@@H](O)[C@H](O)[C@H]1O,OC1OC[C@@H](O)[C@H](O)[C@H]1O
1098,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
1099,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1
1100,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1
1101,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
1102,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)N1CCCC1C(=O)O)C(C)O,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)N1CCCC1C(=O)O)C(C)O
1103,OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
1104,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)Nc1cccc2ccccc12,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)Nc1cccc2ccccc12
1105,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1c2cc(OC)ccc2ncc1,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
1106,CC1O[C@H](OC2C(Oc3cc(O)c(C(=O)CCc4ccc(O)c(O)c4)c(O)c3)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1O[C@H](OC2C(Oc3cc(O)c(C(=O)CCc4ccc(O)c(O)c4)c(O)c3)OC(CO)C(O)C2O)C(O)C(O)C1O
1107,COc1c(CC=C(C)C)c(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc1ccc(O)cc1,COc1c(CC=C(C)C)c(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc1ccc(O)cc1
1108,CC(N)C(=O)O,CC(N)C(=O)O
1109,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(OC8OC(CO)C(O)C(O)C8O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(OC8OC(CO)C(O)C(O)C8O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C
1110,COC1OC(CO)C(O)C(O)C1O,COC1OC(CO)C(O)C(O)C1O
1111,COc1ccc2c(c1)c1c3C(=NCC1)N(C)CCn32,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1
1112,CCc1nnc(NS(=O)(=O)O)s1,CCc1nnc(NS(=O)(=O)O)s1
1113,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
1114,C=C1C[C@@]23CCC4[C@@](C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCC[C@@]4(C)C2CC[C@]1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,C=C1C[C@@]23CCC4[C@@](C)(CCC[C@]4(C)C(=O)OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C2CC[C@]1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3
1115,COC(C)C1=CC=C(C)CC1,COC(C)C1=CC=C(C)CC1
1116,COC(=O)C=Cc1ccc(O)cc1,COC(=O)C=Cc1ccc(O)cc1
1117,OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O,OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O
1118,NC(Cc1ccccc1)C(=O)NCC(=O)O,NC(Cc1ccccc1)C(=O)NCC(=O)O
1119,CC1C(=O)C2(C(=O)O)CC1CCC2C12CCC(=O)C(C)(C)C1C(=O)OC2,CC1C(=O)C2(C(=O)O)CC1CCC2C12CCC(=O)C(C)(C)C1C(=O)OC2
1120,COC(=O)C(NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1)C(=O)OC1C2(C)CCC(C2)C1(C)C,COC(=O)C(NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1)C(=O)OC1C2(C)CCC(C2)C1(C)C
1121,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3
1122,CCCCOS(N)(=O)=O,CCCCOS(N)(=O)=O
1123,CC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,CC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl
1124,NC(=O)C[C@H](N)C(=O)O,NC(=O)C[C@H](N)C(=O)O
1125,OCC1OC(O[C@]2(CI)OC(CI)C(O)C2O)C(O)C(O)C1I,OCC1OC(O[C@]2(CI)OC(CI)C(O)C2O)C(O)C(O)C1I
1126,C=C1C(OC(C)=O)CCC(C)=CC2OC(=O)C(C)C2CC1OC(C)=O,C=C1C(OC(C)=O)CCC(C)=CC2OC(=O)C(C)C2CC1OC(C)=O
1127,OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
1128,C=CC(C#CC#CC(O)C=CCCCCCCC)OC(C)=O,C=CC(C#CC#CC(O)C=CCCCCCCC)OC(C)=O
1129,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)OO,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)OO
1130,O=S(=O)(O)NC1CSCSC1,O=S(=O)(O)NC1CSCSC1
1131,CCOC(=O)/C=C\c1ccc(O)cc1,CCOC(=O)/C=C\c1ccc(O)cc1
1132,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12
1133,CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O
1134,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
1135,O=S(=O)(O)Nc1cc(C(F)(F)F)nc(C(F)(F)F)c1,O=S(=O)(O)Nc1cc(C(F)(F)F)nc(C(F)(F)F)c1
1136,C=C1C(=O)OC2C1CCC(=C)C1CC(O)C(=C)C12,C=C1C(=O)OC2C1CCC(=C)C1CC(O)C(=C)C12
1137,O=C(C=Cc1ccc(O)c(O)c1)Nc1ccc(O)cc1C(=O)O,O=C(C=Cc1ccc(O)c(O)c1)Nc1ccc(O)cc1C(=O)O
1138,CC(=O)NC1C(O)OC(CO)C(O)C1O,CC(=O)NC1C(O)OC(CO)C(O)C1O
1139,CCOC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,CCOC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1
1140,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2
1141,COC(=O)C(CS(C)(C)C)NC(=O)C(N)CC(=O)O,COC(=O)C(CS(C)(C)C)NC(=O)C(N)CC(=O)O
1142,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
1143,CC(NC(=Nc1ccc2CCCc2c1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1ccc2c(c1)CCC2)NCC(=O)O)c1ccccc1
1144,COc1cc(C=CC(=O)O)cc(OC)c1O,COc1cc(C=CC(=O)O)cc(OC)c1O
1145,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O
1146,OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O,OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O
1147,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
1148,CC1CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1C,CC1CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1C
1149,CC(=O)C1CC=C(C=NO)CC1,CC(=O)C1CC=C(C=NO)CC1
1150,CC1(C)C(OC2OC(C(=O)O)C(O)C(O)C2OC2OC(C(=O)O)C(O)C(O)C2O)CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2C3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,CC1(C)C(OC2OC(C(=O)O)C(O)C(O)C2OC2OC(C(=O)O)C(O)C(O)C2O)CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2C3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
1151,COc1ccc2CC3N(C)CCC4(CC(O)CCC34O)c2c1OC,COc1ccc2c(c1OC)C13CCN(C)C(C2)C1(O)CCC(O)C3
1152,CCC(C)C1=C2C(=O)C3CC(C(C)(C)O)C4(O)CC(C(C)(C)O1)C2(O)C34O,CCC(C)C1=C2C(=O)C3CC(C(C)(C)O)C4(O)CC(C(C)(C)O1)C2(O)C34O
1153,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCC2)cc1,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCC2)cc1
1154,OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1155,ON=CC1=CCCC1,ON=CC1=CCCC1
1156,C[C@@]12C[C@H](c3cocc3)OC(=O)[C@H]1CC[C@]1(C)[C@H]2[C@@H]2OC(=O)[C@@]1(O)[C@H]1O[C@@H]21,C[C@@]12C[C@H](c3ccoc3)OC(=O)[C@H]1CC[C@]1(C)[C@H]2[C@@H]2OC(=O)[C@@]1(O)[C@H]1O[C@@H]21
1157,COc1ccc(NC(N)=O)cc1,COc1ccc(NC(N)=O)cc1
1158,OCC1OC(OCC2OC(OCC3OC(O[C@]4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCC2OC(OCC3OC(O[C@]4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
1159,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C
1160,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
1161,N[C@H](Cc1ccccc1)C(=O)O,N[C@H](Cc1ccccc1)C(=O)O
1162,OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
1163,CC[C@H](C)[C@@H](N)C(=O)O,CC[C@H](C)[C@@H](N)C(=O)O
1164,Oc1ccc(C2COc3cc(O)ccc3C2)cc1,Oc1ccc(C2COc3cc(O)ccc3C2)cc1
1165,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3
1166,O=c1c(OC2CC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(OC2CC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
1167,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(cc1)Oc1cc(ccc1O)CC3N(C)CC2)N(C)CC4,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(cc1)Oc1cc(ccc1O)CC3N(C)CC2)N(C)CC4
1168,N#Cc1ccc(N=C(NCC(=O)O)NCC2CCCCC2)cc1,N#Cc1ccc(N=C(NCC(=O)O)NCC2CCCCC2)cc1
1169,OCC1OC(OC2(CCl)OC(CCl)C(I)C2O)C(O)C(O)C1Cl,OCC1OC(OC2(CCl)OC(CCl)C(I)C2O)C(O)C(O)C1Cl
1170,CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C,CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C
1171,Cc1nc(NS(=O)(=O)O)ccc1Br,Cc1nc(NS(=O)(=O)O)ccc1Br
1172,CC1=N[C@H](C)O[C@H]1C,CC1=N[C@H](C)O[C@H]1C
1173,CC(C)=CCCC(C)=CCO,CC(C)=CCCC(C)=CCO
1174,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
1175,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
1176,COC(=O)C(CC1CCCCC1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,COC(=O)C(CC1CCCCC1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1
1177,CC(CCc1ccc(O)cc1)OC1OC(CO)C(O)C(O)C1O,CC(CCc1ccc(O)cc1)OC1OC(CO)C(O)C(O)C1O
1178,CCC12CCCN(CCc3c(CC1)[nH]c1ccccc31)C2,CCC12CCCN(CCc3c([nH]c4ccccc34)CC1)C2
1179,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Cl)cc1Cl,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Cl)cc1Cl
1180,Cc1nnc(NS(=O)(=O)O)s1,Cc1nnc(NS(=O)(=O)O)s1
1181,CC(=O)OCC1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O,CC(=O)OCC1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O
1182,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12
1183,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(OC)C(OC6CC(OC)C(OC7OC(C)C(OC8OC(CO)C(O)C(O)C8O)C(OC)C7O)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(OC)C(OC6CC(OC)C(OC7OC(C)C(OC8OC(CO)C(O)C(O)C8O)C(OC)C7O)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C
1184,COc1ccc(C2OC(=O)c3ccccc3S2)cc1O,COc1ccc(C2OC(=O)c3ccccc3S2)cc1O
1185,O=S(=O)(O)Nc1cccc(NS(=O)(=O)O)c1,O=S(=O)(O)Nc1cccc(NS(=O)(=O)O)c1
1186,N#Cc1ncc(Br)cn1,N#Cc1ncc(Br)cn1
1187,OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O,OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O
1188,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
1189,N[C@@H](Cc1ccccc1)C(=O)O,N[C@@H](Cc1ccccc1)C(=O)O
1190,OCC1OC(OC2C(O)OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(O)OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O
1191,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC2CCC1(C)C2(C)C,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC2CCC1(C)C2(C)C
1192,O=Cc1ccc2CO[C@]3(C[C@H](O)[C@H](O)CO3)Cn12,O=Cc1ccc2n1C[C@@]1(C[C@H](O)[C@H](O)CO1)OC2
1193,CC1CCC(C(C)C)C(=O)C1,CC1CCC(C(C)C)C(=O)C1
1194,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1
1195,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC1=O,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC1=O
1196,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4C(=O)C[C@@H](c5ccc(O)c(O)c5)Oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)c(O)c3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
1197,O=C(C=Cc1ccc(O)c(O)c1)c1ccc(O)cc1O,O=C(C=Cc1ccc(O)c(O)c1)c1ccc(O)cc1O
1198,Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C,Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C
1199,O=S(=O)(O)N(c1cccc2ccccc12)S(=O)(=O)O,O=S(=O)(O)N(c1cccc2ccccc12)S(=O)(=O)O
1200,CC[N+](C)(CC(=O)Nc1c(C)cccc1C)Cc1ccc(Cl)cc1,CC[N+](C)(CC(=O)Nc1c(C)cccc1C)Cc1ccc(Cl)cc1
1201,N[C@@H](CO)C(=O)O,N[C@@H](CO)C(=O)O
1202,CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1cocc1,CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1ccoc1
1203,Cc1cc(NS(=O)(=O)O)ccc1Br,Cc1cc(NS(=O)(=O)O)ccc1Br
1204,C=C(C)C1CC=C(C)CC1,C=C(C)C1CC=C(C)CC1
1205,Cc1cccc(C)c1NC(=O)C[N+](C)(C)CCCCCCCl,Cc1cccc(C)c1NC(=O)C[N+](C)(C)CCCCCCCl
1206,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cc1,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cc1
1207,CCC(C)C(C(=O)O)S(=O)(=O)c1ccccc1,CCC(C)C(C(=O)O)S(=O)(=O)c1ccccc1
1208,CC1(C)C(O[C@@H]2OC(C(=O)O)C(O)C(O)C2O[C@@H]2OC(C(=O)O)C(O)C(O)C2O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@@]3(C)CC[C@@]21C,CC1(C)C(O[C@@H]2OC(C(=O)O)C(O)C(O)C2O[C@@H]2OC(C(=O)O)C(O)C(O)C2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@@]5(C)CC[C@]4(C)[C@@]3(C)CC[C@@H]12
1209,CC(O)c1cccc(NS(=O)(=O)O)c1,CC(O)c1cccc(NS(=O)(=O)O)c1
1210,Cc1cccc(NS(=O)(=O)O)c1,Cc1cccc(NS(=O)(=O)O)c1
1211,Cc1cc(N=C(NCC(=O)O)NC(C)c2ccccc2)cc(C)c1C#N,Cc1cc(N=C(NCC(=O)O)NC(C)c2ccccc2)cc(C)c1C#N
1212,CCCCCCC(C=O)=Cc1ccccc1,CCCCCCC(C=O)=Cc1ccccc1
1213,O=S(=O)(O)NC1CCCSCC1,O=S(=O)(O)NC1CCCSCC1
1214,O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c12,O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21
1215,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO
1216,Cc1c(C)sc(NS(=O)(=O)O)n1,Cc1nc(NS(=O)(=O)O)sc1C
1217,Cc1cccc(C)c1NC(=O)C[N+](C)(C)CCBr,Cc1cccc(C)c1NC(=O)C[N+](C)(C)CCBr
